"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Quebec","2016A000224","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410153","7.2.2.4","949","","","","0"
"2021-07","Quebec","2016A000224","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410154","7.2.2.5","833","","","","0"
"2021-07","Quebec","2016A000224","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410155","7.2.2.6","1064","","","","0"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410156","7.2.3.1","62.1","","","","1"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410157","7.2.3.2","58.4","","","","1"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410158","7.2.3.3","65.8","","","","1"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410159","7.2.3.4","2191","","","","0"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410160","7.2.3.5","2062","","","","0"
"2021-07","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410161","7.2.3.6","2319","","","","0"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410162","7.3.1.1","16.0","","","","1"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410163","7.3.1.2","13.6","","","","1"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410164","7.3.1.3","18.7","","","","1"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410165","7.3.1.4","568","","","","0"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410166","7.3.1.5","481","","","","0"
"2021-07","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410167","7.3.1.6","656","","","","0"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410168","7.3.2.1","33.6","","","","1"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410169","7.3.2.2","30.2","","","","1"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410170","7.3.2.3","37.2","","","","1"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410171","7.3.2.4","1190","","","","0"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410172","7.3.2.5","1067","","","","0"
"2021-07","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410173","7.3.2.6","1313","","","","0"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410174","7.3.3.1","50.3","","","","1"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410175","7.3.3.2","46.9","","","","1"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410176","7.3.3.3","53.8","","","","1"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410177","7.3.3.4","1782","","","","0"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410178","7.3.3.5","1660","","","","0"
"2021-07","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410179","7.3.3.6","1904","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410180","8.1.1.1","13.3","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410181","8.1.1.2","11.8","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410182","8.1.1.3","14.9","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410183","8.1.1.4","1631","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410184","8.1.1.5","1444","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410185","8.1.1.6","1819","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410186","8.1.2.1","36.5","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410187","8.1.2.2","34.3","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410188","8.1.2.3","38.7","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410189","8.1.2.4","4462","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410190","8.1.2.5","4197","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410191","8.1.2.6","4726","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410192","8.1.3.1","50.2","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410193","8.1.3.2","48.0","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410194","8.1.3.3","52.4","","","","1"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410195","8.1.3.4","6145","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410196","8.1.3.5","5876","","","","0"
"2021-07","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410197","8.1.3.6","6414","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410198","8.2.1.1","11.8","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410199","8.2.1.2","9.7","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410200","8.2.1.3","14.2","","","","1"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410201","8.2.1.4","708","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410202","8.2.1.5","576","","","","0"
"2021-07","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410203","8.2.1.6","839","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410204","8.2.2.1","34.0","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410205","8.2.2.2","30.8","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410206","8.2.2.3","37.3","","","","1"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410207","8.2.2.4","2043","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410208","8.2.2.5","1852","","","","0"
"2021-07","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410209","8.2.2.6","2234","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410210","8.2.3.1","54.2","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410211","8.2.3.2","50.9","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410212","8.2.3.3","57.5","","","","1"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410213","8.2.3.4","3258","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410214","8.2.3.5","3059","","","","0"
"2021-07","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410215","8.2.3.6","3456","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410216","8.3.1.1","14.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410217","8.3.1.2","12.7","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410218","8.3.1.3","17.2","","","","1"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410219","8.3.1.4","924","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410220","8.3.1.5","787","","","","0"
"2021-07","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410221","8.3.1.6","1060","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410222","8.3.2.1","38.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410223","8.3.2.2","35.8","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410224","8.3.2.3","41.9","","","","1"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410225","8.3.2.4","2419","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410226","8.3.2.5","2233","","","","0"
"2021-07","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410227","8.3.2.6","2606","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410228","8.3.3.1","46.3","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410229","8.3.3.2","43.4","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410230","8.3.3.3","49.3","","","","1"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410231","8.3.3.4","2887","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410232","8.3.3.5","2702","","","","0"
"2021-07","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410233","8.3.3.6","3073","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410234","9.1.1.1","11.9","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410235","9.1.1.2","10.0","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410236","9.1.1.3","13.9","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410237","9.1.1.4","648","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410238","9.1.1.5","545","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410239","9.1.1.6","751","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410240","9.1.2.1","33.8","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410241","9.1.2.2","31.0","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410242","9.1.2.3","36.8","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410243","9.1.2.4","1845","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410244","9.1.2.5","1689","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410245","9.1.2.6","2001","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410246","9.1.3.1","54.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410247","9.1.3.2","51.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410248","9.1.3.3","57.3","","","","1"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410249","9.1.3.4","2962","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410250","9.1.3.5","2800","","","","0"
"2021-07","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410251","9.1.3.6","3125","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410252","9.2.1.1","11.3","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410253","9.2.1.2","8.7","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410254","9.2.1.3","14.4","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410255","9.2.1.4","309","E","","","0"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410256","9.2.1.5","233","E","","","0"
"2021-07","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410257","9.2.1.6","385","E","","","0"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410258","9.2.2.1","31.7","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410259","9.2.2.2","27.7","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410260","9.2.2.3","35.9","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410261","9.2.2.4","865","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410262","9.2.2.5","755","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410263","9.2.2.6","975","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410264","9.2.3.1","57.0","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410265","9.2.3.2","52.6","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410266","9.2.3.3","61.3","","","","1"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410267","9.2.3.4","1556","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410268","9.2.3.5","1441","","","","0"
"2021-07","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410269","9.2.3.6","1671","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410270","9.3.1.1","12.4","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410271","9.3.1.2","9.9","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410272","9.3.1.3","15.4","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410273","9.3.1.4","339","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410274","9.3.1.5","265","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410275","9.3.1.6","413","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410276","9.3.2.1","35.9","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410277","9.3.2.2","32.0","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410278","9.3.2.3","40.0","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410279","9.3.2.4","979","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410280","9.3.2.5","873","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410281","9.3.2.6","1086","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410282","9.3.3.1","51.6","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410283","9.3.3.2","47.5","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410284","9.3.3.3","55.7","","","","1"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410285","9.3.3.4","1407","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410286","9.3.3.5","1295","","","","0"
"2021-07","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410287","9.3.3.6","1518","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410288","10.1.1.1","11.7","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410289","10.1.1.2","8.6","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410290","10.1.1.3","15.4","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410291","10.1.1.4","122","E","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410292","10.1.1.5","88","E","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410293","10.1.1.6","157","E","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410294","10.1.2.1","37.7","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410295","10.1.2.2","32.9","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410296","10.1.2.3","42.7","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410297","10.1.2.4","395","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410298","10.1.2.5","345","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410299","10.1.2.6","445","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410300","10.1.3.1","50.6","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410301","10.1.3.2","45.5","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410302","10.1.3.3","55.7","","","","1"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410303","10.1.3.4","529","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410304","10.1.3.5","477","","","","0"
"2021-07","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410305","10.1.3.6","582","","","","0"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410306","10.2.1.1","10.4","","","","1"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410307","10.2.1.2","6.2","","","","1"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410308","10.2.1.3","16.1","","","","1"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410309","10.2.1.4","","F","","","0"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410310","10.2.1.5","","F","","","0"
"2021-07","Manitoba","2016A000246","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410311","10.2.1.6","","F","","","0"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410312","10.2.2.1","32.8","","","","1"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410313","10.2.2.2","25.7","","","","1"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410314","10.2.2.3","40.4","","","","1"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410315","10.2.2.4","169","E","","","0"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410316","10.2.2.5","132","E","","","0"
"2021-07","Manitoba","2016A000246","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410317","10.2.2.6","207","E","","","0"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410318","10.2.3.1","56.8","","","","1"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410319","10.2.3.2","48.7","","","","1"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410320","10.2.3.3","64.7","","","","1"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410321","10.2.3.4","294","","","","0"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410322","10.2.3.5","254","","","","0"
"2021-07","Manitoba","2016A000246","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410323","10.2.3.6","334","","","","0"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410324","10.3.1.1","12.9","","","","1"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410325","10.3.1.2","8.7","","","","1"
